analyzer_version,artist_7digitalid,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_mbid,artist_name,artist_playmeid,genre,idx_artist_terms,idx_similar_artists,release,release_7digitalid,song_hotttnesss,song_id,title,track_7digitalid
b'',98976,0.4340263679025057,0.23451976036910782,b'ARDW74M1187B98DA34',,b'',,b'81dfacec-8369-4f61-a31d-6de6761d481f',b'Bill & Gloria Gaither',40873,b'',0,0,b'Freedom Band',116383,0.2504203242358393,b'SORUIOA12A8C13F7CE',b'Stand By Me (Freedom Band Album Version)',1197171
b'',31805,0.7668262054597053,0.5494459610037913,b'AR2H1J41187FB5C640',,"b'Los Angeles, California'",,b'5b24fbab-c58f-4c37-a59d-ab232e2d98c4',b'Danny Elfman',2248,b'',0,0,b'Standard Operating Procedure',262630,,b'SOJMWFE12A8C139C13',b'Birdies',2750452
b'',21569,0.5344643522287597,0.36868937254805195,b'AR243ZT1187B9A98D2',32.29869,"b'Jackson, MS'",-90.18049,b'ff609eb0-5425-4963-9e55-85d729f4648e',b'Otis Spann',27780,b'',0,0,b'Spanning A Lifetime',379517,0.6806556311410517,b'SONFGZA12AB018643D',b'Evil Ways',5662626
b'',717545,0.34901200212977335,0.0,b'ARFUSID1241B9C9462',44.41033,b'Genova',8.93889,b'',b'Daniela Dess\xc3\xac',-1,b'',0,0,b'Soundtrack 2',476558,,b'SOCCEGY12A8C1455F8',b'Tramonto Etnico',5291666
b'',97773,0.526077280016743,0.37456025292704015,b'AR4MCB01187B98BF5C',,b'',,b'be4aed5d-28d5-423a-a229-cb812cbe0167',b'Atman',75062,b'',0,0,b'The Lonely Road',555390,0.37952332442218817,b'SOLLQVT12A81C208EF',b'Distant Voices',6140572
b'',8399,0.4698953091896986,0.3648176175489906,b'ARTHWIZ1187FB4258D',52.40698,"b'Coventry, England'",-1.50776,b'7fb61f7b-2ad3-4d5b-96fd-5c5327456abb',b'Frank Ifield',76621,b'',0,0,b'The Best Of The EMI Years',338983,0.0,b'SOAGUHP12A58A77F2C',b'Give Me Your Word',3790721
b'',19415,0.588140722447072,0.3667412331807846,b'AR0QL3J1187FB3748E',,b'',,b'1fe4421e-850f-46e2-a8be-b760c57cb9c7',b'Clara Nunes',69685,b'',0,0,b'Bis - Clara Nunes',148254,,b'SOFRPEI12A8C13407E',b'Tudo E Ilusao (1997 Digital Remaster)',1543839
b'',333743,0.4041050865374257,0.2152722592313886,b'AR0B8CT1187B9B2CF3',,b'',,b'7ca057cb-a7fa-4f57-a89a-495ac56d2bde',b'Fyah Blaze',-1,b'',0,0,b'Rustic',451334,,b'SOGCJBR12AB0184C53',b'Hurry Hurry Baby (Dj Edit)',5011957
b'',15540,0.5343922941001787,0.34517431863973785,b'ARDE7I31187FB43352',23.1168,"b'Havana, Cuba'",-82.38859,b'70053535-a3ae-4aad-a6cd-68c55085b843',b'Gonzalo Rubalcaba',61480,b'',0,0,b'Solo',34483,,b'SOGOXVK12A6D4F91F9',b'Improv #1',368879
b'',103932,0.6680202487233046,0.5169637307383411,b'ARYF20K1187B9B76BD',,"b'ORANGE, California'",,b'4a41c200-153b-4158-87b3-db0fea627e2c',b'George Lopez',-1,b'',0,0,b'Team Leader',591018,,b'SOUDIVN12AF72A07D7',b'Kids In the Store',6554939
b'',1642,0.8582706777960948,0.515325300572259,b'ARMB95F1187B9B5B93',40.8079,"b'Harlem, NY'",-73.9454,b'ea6b7199-901d-4c0e-8242-6d7bc2bf62b7',"b""Cam'Ron / Juelz Santana""",138754,b'',0,0,b'Come Home With Me',64782,0.47405483093120077,b'SOKOYJZ12A8C13FB58',b'Losing Weight Part 2',3504799
b'',540814,0.6127706711189529,0.3728905807979984,b'ARGXXNS1187FB4BAA4',,b'Corte Madera CA',,b'53e48f4b-35e8-4e0f-a5dd-62ba1303e666',b'Minipop',-1,b'',0,0,b'A New Hope',725703,0.6730744349497046,b'SOTJIBZ12A58A79560',b'Fingerprints',8042232
b'',25654,0.5086362291338029,0.3721191186306522,b'AREUYDJ1187B9BA040',,"b'Hav\xc3\xad\xc5\x99ov, \xc4\x8cesk\xc3\xa1 republika'",,b'ea759c1a-5ee5-4729-9871-7ddd270469d6',b'Krystof',8949,b'',0,0,b'Mikrokosmos',72104,0.4137398358601097,b'SOBLFTH12A6BD53D38',b'Star',757704
b'',16825,0.5287363533324084,0.3213669967623554,b'AR2BBHS1187FB4AE06',,b'',,b'43988f1b-d49c-4959-a80f-83ded3a321d6',b'Jeff Beck Group',12660,b'',0,0,b'Original Album Classics',280787,0.28432769597387864,b'SOCXWVO12A58A7E7C6',b'Jody',3134230
b'',308227,0.5954144590901588,0.41709885981405265,b'ARL62M311C8A4213F2',,b'',,b'7700b801-de15-4c91-a641-387839e371e2',b'Katie Armiger',-1,b'',0,0,b'Katie Armiger',573824,0.0,b'SOJLTEX12AB0184688',b'Love Without Fear',6359721
b'',176248,0.6087035683375998,0.36221895681539285,b'AR7KA5V1187FB44E6B',,b'',,b'7e5a0c3f-339a-4e5d-aed0-1946112b4a66',b'The Del McCoury Band',11415,b'',0,0,b'Celebrating 50 Years Of Del McCoury',758081,0.0,b'SOSRGHC12AB01869E0',b'Rain Please Go Away',8391741
b'',172558,0.370429861995241,0.26626975719270224,b'ARENLSD1241B9C71B9',,b'',,b'',b'Mack and Jamie',-1,b'',0,0,b'Extreme Channel Surfing',225374,,b'SOOJFIH12A8C142FF5',b'Goofy Golf',2465497
b'',317079,0.536808944760724,0.45297201748767846,b'ART97VL1187FB3BD45',,b'',,b'856256bc-1ba3-4989-a8e5-fa247ad7a8b4',b'F4',4112,b'',0,0,b'Discobeatles',553504,,b'SOAWLJU12AB017FF58',b'Get Back',6119412
b'',603503,0.42573997813070547,0.33058171862767266,b'ARWV4FQ11C8A42ABCE',62.19845,b'Sweden',17.55142,b'22d45110-a886-4ba3-a93f-abefc0e184c1',b'Dhamika',-1,b'',0,0,b'Levitation Gravitation',809439,,b'SOWNMUN12AB0188EA9',b'Peace Prayer',8951390
b'',2079,0.4782321537543795,0.36496860827348665,b'ARTYGL51187B98F9D3',33.13178,"b'Crossett, AR'",-91.96148,b'b5cb3237-3941-4346-95fe-3734b30f915f',b'K.T. Oslin',18414,b'',0,0,b'Tribute To Piaf',618899,,b'SOOCHHF12AAFF4419A',b'The Legionnaire',6873812
b'',11305,0.556997727619772,0.39158702913337384,b'ARPH0O91187B99706D',53.41961,b'Ireland',-8.24055,b'e48d590f-1352-46a0-9da1-2ce4ec6196b5',b'Taste',19269,b'',0,0,b'On The Boards',15931,0.6987084616730519,b'SOFOYJY12A679D30E3',b'On The Boards',168440
b'',10554,0.6377721594176248,0.5408325519524202,b'AR2O3B51187B98CD94',35.2225,"b'Charlotte, NC'",-80.83754,b'5a5d32e1-f3d2-4fde-8b41-24a78e696b83',b'Cece Winans',8496,b'',0,0,b'Everlasting Love',514111,0.349166902124596,b'SOUKYBX12AF72AB35E',b'Life',5691336
b'',127223,0.47921800091105654,0.33285651445677245,b'AR1IY3B1187B98B384',39.73926,"b'Brooklyn, NY'",-89.50409,b'c02ca344-39b4-44a9-b6bd-d1dbe0821804',b'Joanna Connor',55213,b'',0,0,b'Nothing But The Blues',441532,,b'SOQQXZF12AB01805D8',b'Meditations',4907469
b'',5020,0.6886386535712516,0.47878007430730035,b'ARISHTQ1187FB3E6F0',,b'',,b'837555ba-012e-45f1-9a9c-9628da13ee54',b'Ben E. King',3455,b'',0,0,b'Street Tough',132769,0.0,b'SOXAXWG12A81C20D97',b'You Made The Difference To My Life (LP Version)',1377602
b'',5775,0.7109014658835788,0.5179902213595114,b'ARANIJI11F4C83EFD2',,b'',,b'29730ee3-e1c7-4e28-9ccd-3a0e6b0e8103',b'Toots & The Maytals',4097,b'',0,0,b'Pressure Drop: The Definitive Collection',764874,0.4609631614243544,b'SOXBXWO12AF72A719A',b'She Will Never Let Me Down',8468052
b'',207693,0.4429042258731537,0.0,b'ARO08R311C8A414C15',,b'',,b'17be1f55-141b-4a6c-a295-9496a47dc6a2',b'The LeRoi Brothers',-1,b'',0,0,b'Happy Birthday Buck - A Texas Salute to Buck Owens',258331,,b'SOHWREF12A58A7EC7F',b'Flash_ Crash and Thunder',3487196
b'',184780,0.4478639288699045,0.32443479443924456,b'ARI8GY11187B988DF4',,b'',,b'acf0ff44-6e77-4ec0-959b-0ebd65a3ff15',b'Hemdale',-1,b'',0,0,b'Rad Jackson',237875,,b'SOQASQZ12A8C14213B',b'Pus-Filled Carcass',2999249
b'',50205,0.5672788711826817,0.40517835890761195,b'AREOGMA1187B9908EF',37.77916,"b'San Francisco, CA'",-122.42005,b'd13d9feb-b7c7-49f4-9b72-65e29a16aa24',b'Hot Tuna',14246,b'',0,0,b'Hot Tuna: Live',425551,,b'SODQLZO12A8C14308B',"b""Death Don't Have No Mercy""",4749892
b'',140820,0.78041270983109,0.3698038280455917,b'AR2AGLK1187B9AAAD0',34.05349,"b'Los Angeles, CA'",-118.24532,b'85afd80f-9593-4c82-8243-9f13a405954e',b'Year Long Disaster',43163,b'',0,0,b'Black Magic; All Mysteries Revealed',707594,0.6502487244317949,b'SOBFTUR12AB0184285',b'Stranger In My Room',7846735
b'',133293,0.3601872937264462,0.24306454234167216,b'AR41B9G1187B990D63',,b'',,b'59516822-d21d-4534-b990-b6468b23d3ba',b'Sam Fan Thomas',154537,b'',0,0,b'Makassi',175301,,b'SOWTLWU12A6D4FC350',b'Sabina',1884262
b'',10453,0.5017263332686983,0.35344185300598147,b'AR6Y8JF1187B9BA1D5',33.92192,"b'Gurdon, AR'",-93.14939,b'1eaf1688-4f52-49e8-98bc-743828fe3e7e',b'Jimmy Witherspoon',44526,b'',0,0,"b""Blowin' In From Kansas City""",384881,,b'SOADNGK12AB017F955',"b""I'm Going Around In Circles""",4271982
b'',30269,0.49883497363220375,0.37996076697507797,b'AR9OLFX1187B9A5762',31.30757,"b'Kosse, TX'",-96.63166,b'c727f585-54e0-4e0d-b8ad-05f216f99244',b'Bob Wills',4912,b'',0,0,b'Backline Volume 4',120595,,b'SOCBXDX12A8C13EE08',b'Bubbles in My Beer',1246335
b'',5705,0.5955540535132754,0.40070522715058843,b'ARPAAPH1187FB3601B',,b'',,b'f69d655c-ffd6-4bee-8c2a-3086b2be2fc6',b'Bacilos',-1,b'',0,0,b'Sinverguenza',104256,0.5428987432910862,b'SOVIPHT12A8C139E9B',b'Sangre americana',1077164
b'',18152,0.5902437967911479,0.3874232710097214,b'ARGY96L1187FB410ED',39.95227,"b'Philadelphia, PA'",-75.16237,b'58f23499-f263-4772-9b7a-2f6cd2fe428f',b'Jimmy McGriff',61714,b'',0,0,b'The Best of the Headfirst Years',499741,0.0,b'SOQZQVN12A58A7B99D',b'Hip Hug Her',5535522
b'',263659,0.4500535683334133,0.39535279249535926,b'AR9YI7H1187B9960E3',,b'BELGIUM',,b'966e9735-f97c-40b8-b54c-9a9acf8d7c86',b'Dobet Gnahor\xc3\xa9',-1,b'',0,0,b'Djekpa la you',800719,0.4051157216913865,b'SOBYHEB12AB01877E6',b'Wigue',8858016
b'',161480,0.5237902600192696,0.32705730090543983,b'ARVHJV91187B9B7C91',,b'',,b'',b'Terminal 11 feat. b.b0Nd',-1,b'',0,0,b'Open Up And Say...@<%_|^[!]: A Tigerbeat6 Compilation',599643,,b'SOQONHY12AC468A056',b'In Place Of Love [edit]',6654069
b'',348485,0.42387828448559384,0.30689117659986637,b'ARGKWSI11F50C488CC',38.50205,b'Nevada',-117.02258,b'',b'Smidi Beats',-1,b'',0,0,b'Las Vegas Number 1 Producer',470932,,b'SOYUGSB12AB01865FA',"b""Grin'in In Ya Face""",5234610
b'',156345,0.7470614269554612,0.32752607801909256,b'AR8J63I119B8668504',,b'',,b'1cb731d7-fee7-4c07-845d-ab60c8ae122f',b'Red I Flight',-1,b'',0,0,b'The Years',212771,0.3589765264395974,b'SOYEJKC12A8C136E3D',b'Of Myth And Men (Album Version)',2316641
b'',157861,0.607734319959422,0.44845283663706254,b'ARVD9M11187FB49291',,b'',,b'a695fd12-6ff2-4ca1-8b88-c86360d3581d',b'Headhunter',-1,b'',0,0,b'Rebirth',208681,0.0,b'SOGLAIH12A8C13795D',b'Are We Mindless?',2261455
b'',197888,0.620980305119837,0.30609359638323747,b'ARO4H5M1187FB4384D',37.16793,"b'Chicago, IL'",-95.84502,b'b6bc53f4-ff23-4b32-a8ae-46bb13cbba06',b'Adrenaline',-1,b'',0,0,b'Castrum Doloris',585277,0.0,b'SOYFKLP12AB018C767',b'Playing the Role of God',6488018
b'',4060,0.5291027999696011,0.41136413214629225,b'ARNSTES1187FB4FC9B',,"b'London, England'",,b'f9f9432b-a93a-4650-8e2d-46e43ba92287',b'Shinehead',-1,b'',0,0,b'The Real Rock',341095,0.0,b'SOZNGXX12AB018607B',b'World Of The Video Game',3818121
b'',530455,0.5005283534444809,0.40135421512256614,b'AR6PMJQ1187B9B9655',,b'',,b'ef943908-5368-4e2c-8a3f-a0987308241e',b'3 Steps Ahead',-1,b'',0,0,b'Most Wanted & Mad',713439,,b'SONHYZF12AB0186F67',b'My Mind Is Gone',7914477
b'',2163,0.8229085341315785,0.5720278536807922,b'AR2XI6G1187B9AE7DA',,"b'Bronx, NY'",,b'a6a4c910-2b22-4a6f-aebe-805b176c47b8',b'Fat Joe',2233,b'',0,0,b'Loyalty',762311,0.22809606592725593,b'SOOERYW12AB0185A53',b'Prove Something (explicit album version)',8439175
b'',2995,0.42196043731099453,0.23274867834736324,b'ARLNSD41187FB4D9A0',42.50382,b'Italy',12.57347,b'9230c25a-8812-4f16-b963-734729229d39',b'Sergio Franchi',17642,b'',0,0,b'This Is Sergio Franchi',539413,0.2704229740800682,b'SORLYZU12AB017CE89',b'Arrivederci Roma',5975059
b'',162212,0.6092941551456632,0.3730604928119009,b'AROGAPH1187B98CF9C',,b'',,b'93942b87-215a-4626-b5ec-bf129d9fa2f6',b'B\xc3\xa9nabar',6211,b'',0,0,b'Reprise Des N\xc3\xa9gociations',307644,0.0,b'SOLTTJA12A8C13FC12',b'Christelle Est Une Ordure',3465725
b'',344528,0.5034672212029974,0.22879205843535128,b'ARYZ1NG1187FB3FD40',50.63718,"b'Lille, France'",3.06281,b'afffc967-b360-42b2-9073-f987bfe294fe',b'Cool cavemen',-1,b'',0,0,b'Multipolar',465192,0.0,b'SOQJEKO12AB018700E',b'Burlesque burglary',5176087
b'',21344,0.6187657854861481,0.40913486879748406,b'ARJDMBO1187B9AD118',,b'',,b'74dca2c7-d7dc-4b13-bd17-502a35db042a',b'Johnny Osbourne',34193,b'',0,0,b'Rougher Than Them',639385,,b'SOHVUCD12AB017F5E9',b'Mine Yuh Business',7098069
b'',17586,0.6741604753853119,0.4784907329726669,b'AR2NJG71187FB5203E',,"b'Bristol, England'",,b'2eeba1d4-f67d-45be-a22e-ab73e925aa43',b'Roni Size',-1,b'',0,0,b'Roni Size Reprazent - New Forms2',216081,0.3603705827121406,b'SOKPPXC12A8C13AACE',b'Encore',2351554
b'',7694,0.4984141333079685,0.32600887327943756,b'ARHINI31187B995C1D',,b'',,b'da3df0b1-1945-455b-beb7-701cf76a4da4',b'Singing Melody Feat. Robyn',-1,b'',0,0,b'Expression',700407,0.0,b'SOKHSGF12A8AE4775D',b'Are You Home',7771441
b'',142412,0.3757368868593704,0.44738602927213034,b'ARDCQM61187B9951CE',-33.86963,"b'Sydney, Australia'",151.20695,b'495fe320-091e-43eb-9321-54a20e7c3f98',b'Sneaky Sound System',-1,b'',0,0,b'I Love It',401488,0.0,b'SOSLBDO12AB018117E',b'I Love It [Clubstar Remix]',4462466
b'',123528,0.580971509956603,0.34873592978406104,b'ARELFAE1187FB40D0A',,b'',,b'4e01e834-c872-4c76-87ab-c2304efa5e7e',b'Bally Sagoo',65999,b'',0,0,b'Hanji',198380,0.0,b'SOSBJIU12A8C1345E7',b'Punjabian Di Chale Glassi',2158415
b'',177661,0.4816214713847356,0.38420162917297757,b'ARMWXUE1187B9B9D3D',,b'',,b'3f31ba10-40a9-46c0-8ca1-144e141594ed',b'Los Titanes',-1,b'',0,0,b'Rumba Que Te Tumba',234738,0.46564175747904607,b'SOISHGK12A8AE452B3',b'No La Dejes Sola',2576574
b'',3950,0.6364236449500698,0.4479354804795022,b'ARD842G1187B997376',43.64856,"b'Toronto, Ontario, Canada'",-79.38533,b'6b52e1be-f27a-433c-b51a-3f2d63abc2ba',b'Blue Rodeo',-1,b'',0,0,b'Small Miracles',217966,0.3347065490692206,b'SOVEVEW12A8C13D5A6',b'Mystic River',2376785
b'',468940,0.2287303097845054,0.3083034618755452,b'ARDUJZJ1252CCFA253',,b'',,b'e27aaef2-a487-40e6-ba01-432c2008fa92',b'Whitney Cummings',-1,b'',0,0,b'Emotional Ninja',629748,0.21508031850922793,b'SOVZRDZ12AB0185294',b'Romance',6989919
b'',188636,0.46705418466605936,0.37455792647989944,b'ARUG6DV1187B992475',33.45081,"b'Indianola, MS'",-90.645,b'0b0ded52-3918-4bb0-b5fc-1d1e6b4334bc',b'Willie Clayton',213914,b'',0,0,b'Changing Tha Game',604170,0.2916254362425682,b'SONUAHI12AC468C21D',b'Unconditionally (Soul and R&B)',6712098
b'',11550,0.782555689040213,0.33536857774641954,b'ARZCXO91187FB53708',32.67828,b'Georgia',-83.22295,b'c7d13c98-8896-4105-b68d-698d4f54ffcd',b'Justin',70751,b'',0,0,b'JTV',277768,,b'SOJVHYM12A8AE4659A',b'Lu Ren Jia',3095631
b'',451,0.6940216479070769,0.47940767557514763,b'ARODBRG1187FB3FD99',,b'',,b'172e1f1a-504d-4488-b053-6344ba63e6d0',b'Nick Cave & The Bad Seeds',10506,b'',0,0,b'Nocturama',275954,0.5908602981061548,b'SOQOQNQ12A81C21F1B',b'Rock Of Gibraltar',3074170
b'',19729,0.46258543953973363,0.3096561486972924,b'ARFLBJQ1187B9B928D',,b'',,b'2caeff7f-8b83-4a01-9d2c-dc1ac27c6934',b'Nando Lauria',66669,b'',0,0,b'Latino Christmas',399772,0.42530424172042486,b'SOOOUCP12AB0180D5B',b'O Come All Ye Faithful',4434705
b'',143147,0.37019116502419075,0.2859898082677068,b'AR7JPF81187B988D23',32.29869,"b'Jackson, MS'",-90.18049,b'eaf2d37b-324f-44a7-85b2-3b247e8984fc',b'Charlie McCoy',31613,b'',0,0,b'Harpin\xc2\xb4 The Blues',285607,,b'SOLNOMM12A8C132AD8',b'Blue Yodel No. 1(T For Texas)',3205786
b'',88523,0.5775089743252977,0.3794821702804675,b'ARL7K851187B99ACD2',,b'',,b'572d6bb7-58cc-4a96-8e5c-58eae4739190',b'Andy Andy',14303,b'',0,0,b'Tu Me Haces Falta',278032,,b'SOEBCQH12A8AE46E5C',b'Maldito Amor Featuring Tito El Bambino (Version Urbana)',3101662
b'',4605,0.49089798839115084,0.3653021909738527,b'AR1W3MA1187B99E6D8',31.1689,b'Texas',-100.07715,b'79ddcfab-f507-4f44-9d2f-1b296ad06f23',b'Danny Wright',-1,b'',0,0,b'An Intimate Christmas',5395,0.0,b'SOKJLTF12A6701F927',b'Holly & The Ivy (Album Version)',62155
b'',13637,0.6342269633902287,0.443708895002134,b'AR7TTCH1187FB3F95C',34.60515,"b'Lawton, OK'",-98.38983,b'd4cc0ed5-0f76-4188-9e14-2a23ca12188a',b'Leon Russel',39073,b'',0,0,b'Thank You Edith! (Tribute to Edith Piaf)',768212,0.0,b'SOTIXNQ12A58A77E78',b'Three Bells / Les 3 cloches',8506393
b'',19731,0.5846337906365346,0.2889999383945862,b'AR022JO1187B99587B',0.10974,b'Indonesia',113.9174,b'9538ab80-dcbf-4b94-a0cf-e5d1fbbc42c9',b'Ross',77704,b'',0,0,b'I Promise My Heart',583392,,b'SOJTMEQ12AB0188BB7',b'I Promise My Heart',6465885
b'',15806,0.5463611731121477,0.40283578658562497,b'ARBPRTL11F4C83CB05',,b'',,b'',b'Oak Ridge Boys',3151,b'',0,0,b'Early Gospel Recordings',258322,,b'SOUWVXK12A8C13CAB9',b'Hide Thou Me',2848345
b'',31375,0.5129615158228926,0.3645978804511496,b'ARIQD5J1187B98D8DC',31.1689,b'Texas',-100.07715,b'770e74ef-b251-4072-818b-6e53c42a7c1c',b'Kerson',94548,b'',0,0,b'Club Work Session Vol.03',683903,,b'SOXDVNH12A8C1392C0',b'Melody',7590598
b'',11301,0.6451923387467661,0.47122432991900803,b'AR3THYK1187B999F1F',,b'',,b'286ec4c2-b5ca-4f85-b331-280a6d73dd14',b'Jo\xc3\xa3o Gilberto / Gilberto Gil / Caetano Veloso',-1,b'',0,0,b'Brasil',55238,0.5729201479465231,b'SOHUKWF12A6D4FA598',b'Cordeiro De Nana',574060
b'',125858,0.5579050397719406,0.27595077021768966,b'ARZRTZT124549A402A',,b'',,b'',b'Army of the Pharoahs',87520,b'',0,0,b'The Torture Papers',164708,,b'SOLZFRY12A8C13BDF3',b'Narrow Grave',1745688
b'',94432,0.40646743647771033,0.30157018179165396,b'ARHXWB01187B9A205C',,b'',,b'477597d4-c13d-4d8c-854b-e97d73ea87df',b'Jean Gabin',98286,b'',0,0,"b""The Greatest Hits from 40's and 50's_ Vol. 28""",803126,0.0,b'SOEBRRS12AB0184BDC',"b""C'est moi le mari""",8877977
b'',55752,0.840409662154377,0.8404626880271164,b'AR6XZ861187FB4CECD',53.40977,"b'Liverpool, England'",-2.97848,b'b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d',b'The Beatles',89208,b'',0,0,b'Here There And Everywhere',70646,,b'SORTPSA12A67ADBFE2',b'Derek Taylor - Introduction',739963
b'',69353,0.4193126413987156,0.3196514586921026,b'ARTZMXB1187B990A55',,b'',,b'321b9344-1d61-4fc5-89b3-66572b1d2862',b'Streetwize',53668,b'',0,0,b'Put U To Bed',625137,0.26586104921065007,b'SOAGIPB12AB0181E21',b'No One',6939359
b'',20026,0.5776126610118469,0.4463638674676022,b'ARNSAEA1187B9B908E',18.01361,"b'Ponce, Puerto Rico'",-66.6149,b'44401c2f-3e53-43a7-ab51-bfd32c676b9a',b'Cheo Feliciano',55071,b'',0,0,b'Latin Nights',366780,,b'SOLAJJX12AB01824B9',b'Juguete',4083884
b'',28343,0.7194922912635939,0.46756544127383626,b'ARWVOHH1187FB5974B',,"b'Cleveland, OH'",,b'185af318-55c7-405f-8b00-0fa308e56da9',"b""Screamin' Jay Hawkins""",12732,b'',0,0,b'I Put a Spell on You: The Best Of',95340,,b'SOQLGZH12AF729B7CF',b'I Put a Spell on You',1044570
b'',97773,0.526077280016743,0.37456025292704015,b'AR4MCB01187B98BF5C',,b'',,b'be4aed5d-28d5-423a-a229-cb812cbe0167',b'Atman',75062,b'',0,0,b'97 | 07',553001,0.3135621142479342,b'SOQMNBZ12A81C2301E',b'Luminous Bliss',6113915
b'',42897,0.4401582935385169,0.36257249427757804,b'ARIQZ2V1187B98E546',,b'',,b'a4f66024-7840-422f-8d33-ad4cd7d1f9fe',b'A-Studio',-1,b'',0,0,b'S.O.S.',37506,,b'SOMBLEC12A6D4F5761',b'S.O.S.',401900
b'',89866,0.5678006012579979,0.3735271701536804,b'ARFAKQ01187B990163',,b'',,b'3e46f4da-eee2-455f-bb72-9ca83887e9e4',b'Georges Delerue',-1,b'',0,0,"b""Police Python 357 / L'Important C'Est D'Aimer/Paul Gaugu In/ Malpertuis / Jamais Plus Toujours""",225988,0.0,b'SOYQOTZ12A6D4FCD86',"b""Le Th\xc3\xa9\xc3\xa2tre / Bof L'Important C'Est D'Aimer""",2472448
b'',316796,0.5661941140302486,0.3841127007516736,b'ARAEXD61187B9B7543',,b'',,b'6ae345f3-916f-447a-a99c-4dc1eab50611',b'Bellatrax feat. Tina Cousins',-1,b'',0,0,"b""Can't Hold Back""",726379,,b'SOCPFPB12AB018C6F6',"b""Can't Hold Back""",8049383
b'',274442,0.48019366820011516,0.36394322928777034,b'ARP4QQS1187B998E46',,b'UK - England - London',,b'e0b7c070-1a3e-48ce-b41e-742d643c112d',b'Forensics',-1,b'',0,0,b'On a Bridge Atop the Heap of Friends Who Jumped',506618,,b'SOTKBLS12AB01818BC',b'Boat Day At the Marina',5604609
b'',50607,0.7974859233341123,0.5702372358373277,b'AROSI8L1187B9ACD43',,"b'Los Angeles, CA'",,b'1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2',b'Ice Cube',1836,b'',0,0,b'Laugh Now_ Cry Later',35631,,b'SOHFJCZ12CF533CFBB',b'Why We Thugs (edited version)',380809
b'',176133,0.3192730094504937,0.0,b'ARH1UTX1187FB50CAA',,b'Puerto Rico',,b'c5747367-efa4-47e9-82f7-91dedbe7d771',b'Bobby Capo',37470,b'',0,0,b'Bobby Capo Selected Hits Vol. 2',469537,,b'SOSMXVN12AB01850E9',b'La Luna Enamora - Original',5220128
b'',31401,0.4955188926221068,0.3328671702548936,b'ARFLHWV1187FB4E77F',,"b'Jasper, AL'",,b'ed682cfc-c080-46c6-baf9-2df4935db7ce',b'Sandy Posey',13745,b'',0,0,b'One Fine Day',663900,0.21508031850922793,b'SOCWCNX12AB0185027',b'When Will I Be Loved',7358680
b'',50607,0.8388162736053629,0.5577556747785098,b'AROSI8L1187B9ACD43',,"b'Los Angeles, CA'",,b'1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2',b'Ice Cube',1836,b'',0,0,b'The Predator (World) (Explicit)',109846,0.563246899280654,b'SOBHRGE12A8C13C81D',"b""Gangsta's Fairytale 2 (Explicit)""",1136838
b'',165320,0.3383832631484684,0.27775367234636034,b'ARPMJGA11F4C83BDFE',,b'',,b'',b'US Coast Guard Band',-1,b'',0,0,b'Liberty For All!',218766,,b'SOKNLLQ12A8C13F42B',b'Fanfare For Freedom',2385960
b'',4738,0.48214832497096216,0.3441981874832948,b'ARFCOGY1187FB454B4',,"b'Detroit, MI'",,b'29e51d5b-33e6-4646-be96-245c77a49d36',b'The Winans',-1,b'',0,0,b'Everything Will Be Alright_ The Power of Gospel',572490,,b'SOHAXAJ12AB0187327',b'Are We Really Doing Your Will',6344030
b'',25292,0.4798646797866982,0.3852304418657705,b'ARY1QJF1187B98EF3F',34.05349,b'California - LA',-118.24532,b'87881c1e-f2a7-4a0b-8aec-d90a783a1c6f',b'Kathleen Madigan',-1,b'',0,0,b'Kathleen Madigan',465807,0.6604010383914785,b'SOFUNMA12AB018636A',b'Religion',5182733
b'',135117,0.5613709072283409,0.36553375619798023,b'ARN3O411187FB4D859',,b'',,b'a04ceabd-1f20-4d29-b579-24810ac2da88',b'Stephan Micus',-1,b'',0,0,b'Desert Poems',178620,0.36727341580934564,b'SOMOHHA12A81356D12',b'Contessa Entellina',1931117
b'',41714,0.5851791212957991,0.38346429630274825,b'ARRRVMG1187FB532AC',29.36624,"b'Del Rio, TX'",-100.89818,b'c22de376-80d0-466e-bc06-ec1a00e9aad9',b'Radney Foster',20585,b'',0,0,b'Another Way To Go',228272,0.42651242880748796,b'SOTRVOZ12A6D4FB91C',b'Again',2496297
b'',49853,0.6382782112906544,0.4824322424877222,b'AR9YS621187FB5AC07',,b'',,b'408b2bc3-aa7c-4de9-b6d4-e1263a011b4d',b'The Clark Sisters',32401,b'',0,0,b'Family Christmas',608749,0.30416950343527516,b'SOLCPUF12AC468E0B3',b'Drummer Boy',6763811
b'',103426,0.5039722636965935,0.4292886304164929,b'ARL1QL91187B994B08',,b'',,b'6e9a0ac8-699b-4817-8f9b-25a6dba89f57',b'A Challenge Of Honour',-1,b'',0,0,b'Wilhelm Gustloff',201731,0.3725300393660796,b'SOACOTR12A8C13753B',b'Heiliges Feuer',2195800
